Index	PROVINCE_N	DISTRICT_N	Polling_D	DSD_N	Local_Gov	Ward	Type_Ward	GND_N	GND_NO	Votes	TOT_POP	E_Sinhales	E_SLTamil	E_IndTamil	E_SLMoor	E_Burgher	E_Malay	E_SLChetty	E_Bharatha	E_Other	E_AllTamil	E_AllOther
6312	Western	Kalutara	Bandaragama	Millaniya	Millaniya PS	Yatawara		Mahadurupitiya	639B	529	715	714	0	1	0	0	0	0	0	0	1	0
6313	Western	Kalutara	Bandaragama	Millaniya	Millaniya PS	Yalagala		Mawathgama	646A	569	746	745	0	1	0	0	0	0	0	0	1	0
6314	Western	Kalutara	Bandaragama	Millaniya	Millaniya PS	Weniwelpitiya		Millagaspola	651B	429	512	512	0	0	0	0	0	0	0	0	0	0
6315	Western	Kalutara	Bandaragama	Millaniya	Millaniya PS	Millaniya		Millaniya	645	1139	1503	1495	6	0	1	1	0	0	0	0	6	1
6316	Western	Kalutara	Bandaragama	Millaniya	Millaniya PS	Batagoda		Mulkadakanda	649B	800	1037	1034	1	1	0	1	0	0	0	0	2	1
6317	Western	Kalutara	Bandaragama	Millaniya	Millaniya PS	Yatawara		Panagoda	641	619	803	800	3	0	0	0	0	0	0	0	3	0
6318	Western	Kalutara	Bandaragama	Millaniya	Millaniya PS	Paragasthota		Paragasthota	644	1240	1619	1614	4	0	1	0	0	0	0	0	4	0
6319	Western	Kalutara	Bandaragama	Millaniya	Millaniya PS	Galpatha		Pathakada	639	980	1281	1189	1	91	0	0	0	0	0	0	92	0
6320	Western	Kalutara	Bandaragama	Millaniya	Millaniya PS	Pelpola		Pelpola	643	1064	1353	1353	0	0	0	0	0	0	0	0	0	0
6321	Western	Kalutara	Bandaragama	Millaniya	Millaniya PS	Yalagala		Pethigamuwa North	653B	565	742	742	0	0	0	0	0	0	0	0	0	0
6322	Western	Kalutara	Bandaragama	Millaniya	Millaniya PS	Yalagala		Pethigamuwa South	653A	819	1072	1071	1	0	0	0	0	0	0	0	1	0
6323	Western	Kalutara	Bandaragama	Millaniya	Millaniya PS	Pelpola		Punsiripura	643A	1498	1841	1837	0	4	0	0	0	0	0	0	4	0
6324	Western	Kalutara	Bandaragama	Millaniya	Millaniya PS	Paragasthota		Raddegoda	644C	857	1091	1084	3	0	0	4	0	0	0	0	3	4
6325	Western	Kalutara	Bandaragama	Millaniya	Millaniya PS	Welikala		Thibbotugoda	654A	791	1000	986	12	0	0	0	0	2	0	0	12	2
6326	Western	Kalutara	Bandaragama	Millaniya	Millaniya PS	Uduwara		Uduwara East	638A	950	1271	832	2	437	0	0	0	0	0	0	439	0
6327	Western	Kalutara	Bandaragama	Millaniya	Millaniya PS	Uduwara		Uduwara North	638B	1492	2169	1793	5	368	0	2	1	0	0	0	373	3
6328	Western	Kalutara	Bandaragama	Millaniya	Millaniya PS	Uduwara		Uduwara South	638C	476	647	646	1	0	0	0	0	0	0	0	1	0
6329	Western	Kalutara	Bandaragama	Millaniya	Millaniya PS	Uduwara		Uduwara West	638	456	573	573	0	0	0	0	0	0	0	0	0	0
6330	Western	Kalutara	Bandaragama	Millaniya	Millaniya PS	Millaniya PS		Welikala	654	2074	2811	2791	9	0	7	4	0	0	0	0	9	4
6331	Western	Kalutara	Bandaragama	Millaniya	Millaniya PS	Weniwelpitiya		Weniwelpitiya	651A	1049	1308	1304	3	0	1	0	0	0	0	0	3	0
6332	Western	Kalutara	Bandaragama	Millaniya	Millaniya PS	Yalagala		Yalagala	651	958	1196	1194	1	1	0	0	0	0	0	0	2	0
6333	Western	Kalutara	Bandaragama	Millaniya	Millaniya PS	Yatawara		Yatawara North	640	373	467	467	0	0	0	0	0	0	0	0	0	0
6334	Western	Kalutara	Bandaragama	Millaniya	Millaniya PS	Yatawara		Yatawara South	640A	233	297	297	0	0	0	0	0	0	0	0	0	0
6335	Western	Kalutara	Agalawatta	Palindanuwara	Palindanuwara PS	Athale		Addaragoda	840B	527	706	654	52	0	0	0	0	0	0	0	52	0
6336	Western	Kalutara	Agalawatta	Palindanuwara	Palindanuwara PS	Athwelthota		Ambegoda	836M	773	1004	957	43	4	0	0	0	0	0	0	47	0
6337	Western	Kalutara	Agalawatta	Palindanuwara	Palindanuwara PS	Athale		Athale	841	529	637	623	13	1	0	0	0	0	0	0	14	0
6338	Western	Kalutara	Agalawatta	Palindanuwara	Palindanuwara PS	Athwelthota		Athwelthota	836D	846	1184	1084	97	2	0	0	0	0	0	1	99	1
6339	Western	Kalutara	Agalawatta	Palindanuwara	Palindanuwara PS	Baduraliya		Baduraliya	839	1649	2083	2047	36	0	0	0	0	0	0	0	36	0
6340	Western	Kalutara	Agalawatta	Palindanuwara	Palindanuwara PS	Kelinkanda		Bampara	836J	419	563	546	8	9	0	0	0	0	0	0	17	0
6341	Western	Kalutara	Agalawatta	Palindanuwara	Palindanuwara PS	Ingurudaluwa		Batagodavila	841B	948	1236	1216	17	3	0	0	0	0	0	0	20	0
6342	Western	Kalutara	Agalawatta	Palindanuwara	Palindanuwara PS	Hadigalle		Batahena	838A	828	1092	931	160	1	0	0	0	0	0	0	161	0
6343	Western	Kalutara	Agalawatta	Palindanuwara	Palindanuwara PS	Bellana		Bellana	834	1032	1340	1339	1	0	0	0	0	0	0	0	1	0
6344	Western	Kalutara	Agalawatta	Palindanuwara	Palindanuwara PS	Bellana		Bellana East	834A	1066	1414	1013	9	392	0	0	0	0	0	0	401	0
6345	Western	Kalutara	Agalawatta	Palindanuwara	Palindanuwara PS	Ingurudaluwa		Bollunna	841C	718	908	873	26	9	0	0	0	0	0	0	35	0
6346	Western	Kalutara	Agalawatta	Palindanuwara	Palindanuwara PS	Boralugoda		Boralugoda	842	295	395	395	0	0	0	0	0	0	0	0	0	0
6347	Western	Kalutara	Agalawatta	Palindanuwara	Palindanuwara PS	Athwelthota		Diganna	836N	716	927	917	8	2	0	0	0	0	0	0	10	0
6348	Western	Kalutara	Agalawatta	Palindanuwara	Palindanuwara PS	Magura		Diggoda	839C	988	1257	1249	7	0	1	0	0	0	0	0	7	0
6349	Western	Kalutara	Agalawatta	Palindanuwara	Palindanuwara PS	Ilukpotha		Galahitiya	836F	1234	1642	1046	12	582	2	0	0	0	0	0	594	0
6350	Western	Kalutara	Agalawatta	Palindanuwara	Palindanuwara PS	Hadigalle		Hedigalla	838	1364	1826	1769	57	0	0	0	0	0	0	0	57	0
6351	Western	Kalutara	Agalawatta	Palindanuwara	Palindanuwara PS	Ilukpotha		Ilukpatha	835A	1111	1409	1284	6	119	0	0	0	0	0	0	125	0
6352	Western	Kalutara	Agalawatta	Palindanuwara	Palindanuwara PS	Ingurudaluwa		Ingurudaluwa	841A	849	1124	1116	7	1	0	0	0	0	0	0	8	0
6353	Western	Kalutara	Agalawatta	Palindanuwara	Palindanuwara PS	Athale		Kalugala	840	944	1249	1190	24	34	0	1	0	0	0	0	58	1
6354	Western	Kalutara	Agalawatta	Palindanuwara	Palindanuwara PS	Athwelthota/ Boralugoda	Multiple	Kalukandawa	842B	88	103	102	1	0	0	0	0	0	0	0	1	0
6355	Western	Kalutara	Agalawatta	Palindanuwara	Palindanuwara PS	Baduraliya		Kamburawala	839B	1403	1883	1861	22	0	0	0	0	0	0	0	22	0
6356	Western	Kalutara	Agalawatta	Palindanuwara	Palindanuwara PS	Bellana		Kapugama	834B	350	432	432	0	0	0	0	0	0	0	0	0	0
6357	Western	Kalutara	Agalawatta	Palindanuwara	Palindanuwara PS	Pelenda		Kapugedara	836C	822	1036	1033	3	0	0	0	0	0	0	0	3	0
6358	Western	Kalutara	Agalawatta	Palindanuwara	Palindanuwara PS	Kelinkanda		Kelinkanda	836B	632	832	826	1	5	0	0	0	0	0	0	6	0
6359	Western	Kalutara	Agalawatta	Palindanuwara	Palindanuwara PS	Kelinkanda		Kelinkanda Colony	836I	632	837	805	25	7	0	0	0	0	0	0	32	0
6360	Western	Kalutara	Agalawatta	Palindanuwara	Palindanuwara PS	Kelinkanda		Kosgulana	836L	397	561	561	0	0	0	0	0	0	0	0	0	0
6361	Western	Kalutara	Agalawatta	Palindanuwara	Palindanuwara PS	Baduraliya		Lathpandura	835	1098	1496	1487	1	8	0	0	0	0	0	0	9	0
6362	Western	Kalutara	Agalawatta	Palindanuwara	Palindanuwara PS	Ilukpotha		Lathpandura East	835B	1313	1745	973	566	203	2	1	0	0	0	0	769	1
6363	Western	Kalutara	Agalawatta	Palindanuwara	Palindanuwara PS	Magura		Magura East	839D	523	777	680	15	82	0	0	0	0	0	0	97	0
6364	Western	Kalutara	Agalawatta	Palindanuwara	Palindanuwara PS	Magura		Magura West	839A	814	1022	1022	0	0	0	0	0	0	0	0	0	0
6365	Western	Kalutara	Agalawatta	Palindanuwara	Palindanuwara PS	Ilukpotha		Maragahadeniya	835C	1601	2315	1351	256	705	3	0	0	0	0	0	961	0
6366	Western	Kalutara	Agalawatta	Palindanuwara	Palindanuwara PS	Midalana		Midalana	837	1099	1371	1365	6	0	0	0	0	0	0	0	6	0
6367	Western	Kalutara	Agalawatta	Palindanuwara	Palindanuwara PS	Midalana		Midalana West	837A	595	782	774	7	0	1	0	0	0	0	0	7	0
6368	Western	Kalutara	Agalawatta	Palindanuwara	Palindanuwara PS	Morapitiya		Morapitiya	836A	878	1240	1228	12	0	0	0	0	0	0	0	12	0
6369	Western	Kalutara	Agalawatta	Palindanuwara	Palindanuwara PS	Morapitiya		Morapitiya North	836H	1067	1349	1317	4	28	0	0	0	0	0	0	32	0
6370	Western	Kalutara	Agalawatta	Palindanuwara	Palindanuwara PS	Morapitiya		Morapitiya South	836G	476	641	630	11	0	0	0	0	0	0	0	11	0
6371	Western	Kalutara	Agalawatta	Palindanuwara	Palindanuwara PS	Pelenda		Pelenda	836	1529	2009	1429	27	11	539	0	0	0	0	3	38	3
6372	Western	Kalutara	Agalawatta	Palindanuwara	Palindanuwara PS	Pelenda		Pelenda West	836E	1461	1971	1557	208	197	9	0	0	0	0	0	405	0
6373	Western	Kalutara	Agalawatta	Palindanuwara	Palindanuwara PS	Athale		Penigala	840A	461	563	543	14	6	0	0	0	0	0	0	20	0
6374	Western	Kalutara	Agalawatta	Palindanuwara	Palindanuwara PS	Ingurudaluwa/ Boralugoda	Multiple	Thiniyawala	842A	2420	3056	2952	47	57	0	0	0	0	0	0	104	0
6375	Western	Kalutara	Agalawatta	Palindanuwara	Palindanuwara PS	Bellana		Viharagama	834C	793	1072	1069	3	0	0	0	0	0	0	0	3	0
6376	Western	Kalutara	Agalawatta	Palindanuwara	Palindanuwara PS	Pelenda		Walakada	836K	548	778	776	2	0	0	0	0	0	0	0	2	0
6377	Western	Kalutara	Agalawatta	Palindanuwara	Palindanuwara PS	Bellana		Yakupitiya	834D	769	934	924	10	0	0	0	0	0	0	0	10	0
6378	Western	Kalutara	Panadura	Panadura	Panadura PS	Bekkegama		Ambalanduwa	675A	2134	3574	227	75	10	3222	2	30	0	0	8	85	40
6379	Western	Kalutara	Panadura	Panadura	Panadura UC	Kadaweediya		Bazaar	685B	665	602	574	17	6	3	0	2	0	0	0	23	2
6380	Western	Kalutara	Panadura	Panadura	Panadura UC	Pattiya - North		Bazaar North	685A	845	939	899	5	1	31	1	1	0	0	1	6	3
6381	Western	Kalutara	Panadura	Panadura	Panadura UC	Kadaweediya		Bazaar West	685C	649	811	772	14	0	1	0	24	0	0	0	14	24
6382	Western	Kalutara	Panadura	Panadura	Panadura PS	Bekkegama		Bekkegama	680	2215	2947	2938	4	0	2	1	1	0	0	1	4	3
6383	Western	Kalutara	Panadura	Panadura	Panadura PS	Dibbedda		Dibbedda	693	1169	1506	1492	7	0	0	4	1	0	2	0	7	7
6384	Western	Kalutara	Panadura	Panadura	Panadura PS	Dibbedda		Dibbedda North	693A	2166	2938	2922	7	0	0	9	0	0	0	0	7	9
6385	Western	Kalutara	Panadura	Panadura	Panadura PS	Diggala		Diggala	672B	2990	4301	4256	16	3	10	5	11	0	0	0	19	16
6386	Western	Kalutara	Panadura	Panadura	Panadura PS	Wekada - Eluvila		Eluvila	687B	2445	3495	1547	31	10	1899	0	8	0	0	0	41	8
6387	Western	Kalutara	Panadura	Panadura	Panadura UC	Walapala Pattiya/ Walapala	Multiple	Etambagoda	682B	1791	2263	2218	22	7	2	8	6	0	0	0	29	14
6388	Western	Kalutara	Bandaragama	Panadura	Panadura PS	Galthude		Galthude	677	1268	1647	1622	12	5	0	8	0	0	0	0	17	8
6389	Western	Kalutara	Bandaragama	Panadura	Panadura PS	Galthude		Galthude North	677A	1298	1736	1729	6	0	1	0	0	0	0	0	6	0
6390	Western	Kalutara	Panadura	Panadura	Panadura PS	Gorakana		Gorakana	671	1823	2614	2419	34	3	143	7	3	0	0	5	37	15
6391	Western	Kalutara	Panadura	Panadura	Panadura PS	Gorakana		Gorakana South	671A	2611	3902	2533	41	9	1252	41	25	0	0	1	50	67
6392	Western	Kalutara	Panadura	Panadura	Panadura PS	Gorakapola		Gorakapola	674	1441	1998	1954	19	0	16	1	5	3	0	0	19	9
6393	Western	Kalutara	Panadura	Panadura	Panadura PS	Keselwaththa � Henamulla		"Henamulla
"	673A	1873	3024	287	24	7	2677	1	27	0	0	1	31	29
6394	Western	Kalutara	Bandaragama	Panadura	Panadura PS	Hirana		Hirana	676	1835	2496	2476	16	1	1	2	0	0	0	0	17	2
6395	Western	Kalutara	Bandaragama	Panadura	Panadura PS	Galthude		Hirana West	676A	3098	4094	4053	18	3	13	2	5	0	0	0	21	7
6396	Western	Kalutara	Panadura	Panadura	Panadura PS	Horethuduwa		Horethuduwa	670	1391	2013	1944	14	1	37	1	15	0	0	1	15	17
6397	Western	Kalutara	Panadura	Panadura	Panadura PS	Horethuduwa		Horethuduwa Central	670C	904	1312	1176	19	1	113	0	0	0	3	0	20	3
6398	Western	Kalutara	Panadura	Panadura	Panadura PS	Horethuduwa		Horethuduwa North	670B	1084	1574	1486	31	0	50	1	5	1	0	0	31	7
6399	Western	Kalutara	Panadura	Panadura	Panadura PS	Horethuduwa		Horethuduwa South	670A	1558	2138	1023	21	4	1076	7	7	0	0	0	25	14
6400	Western	Kalutara	Panadura	Panadura	Panadura PS	Kaludewala		Kaludewala	689	1667	2267	2245	17	0	4	0	1	0	0	0	17	1
6401	Western	Kalutara	Panadura	Panadura	Panadura PS	Kaludewala		Kaludewala East	689B	2471	3230	3031	6	1	180	10	1	0	0	1	7	12
6402	Western	Kalutara	Panadura	Panadura	Panadura PS	Keselwaththa � Henamulla		Keselwatta	672	4259	6270	2126	80	20	4007	5	31	0	0	1	100	37
6403	Western	Kalutara	Bandaragama	Panadura	Panadura PS	Hirana		Kiriberiya	684B	2974	3720	3683	13	3	11	9	0	0	0	1	16	10
6404	Western	Kalutara	Panadura	Panadura	Panadura PS	Wadduwa -East		Kuda Wadduwa	702	1613	2122	2102	16	2	0	0	1	0	0	1	18	2
6405	Western	Kalutara	Panadura	Panadura	Panadura UC	Udahamulla/ Walapala	Multiple	Kuruppumulla	682A	1286	1638	1627	5	3	0	2	0	0	0	1	8	3
6406	Western	Kalutara	Panadura	Panadura	Panadura PS	Mahawadduwa		Maha Wadduwa	698A	3010	3967	3924	28	3	6	4	0	0	0	2	31	6
6407	Western	Kalutara	Bandaragama	Panadura	Panadura PS	Malamulla		Malamulla	684	2711	3731	3704	8	1	2	8	7	0	0	1	9	16
6408	Western	Kalutara	Bandaragama	Panadura	Panadura PS	Malamulla		Malamulla West	684A	3620	4772	4722	16	9	7	13	2	0	0	3	25	18
6409	Western	Kalutara	Panadura	Panadura	Panadura PS	Diggala		Miriyawatta	672C	1773	2497	2259	6	16	192	3	19	0	0	2	22	24
6410	Western	Kalutara	Panadura	Panadura	Panadura PS	Wadduwa - West		Molligoda	704	1500	2040	2024	7	1	1	6	1	0	0	0	8	7
6411	Western	Kalutara	Panadura	Panadura	Panadura PS	Molligoda		Molligoda North	704A	1942	2464	2459	3	2	0	0	0	0	0	0	5	0
6412	Western	Kalutara	Panadura	Panadura	Panadura PS	Molligoda		Molligoda South	704B	1675	2217	2207	7	0	2	1	0	0	0	0	7	1
6413	Western	Kalutara	Panadura	Panadura	Panadura PS	Nalluruwa -North/ Kaludewala	Multiple	Moravinna	689A	2821	3884	3814	22	4	13	7	24	0	0	0	26	31
6414	Western	Kalutara	Panadura	Panadura	Panadura UC	Nalluruwa		Nallooruwa	692	2468	3014	2984	10	12	0	3	4	0	0	1	22	8
6415	Western	Kalutara	Panadura	Panadura	Panadura UC	Nalluruwa -North		Nallooruwa North	692A	1473	1978	1966	9	2	0	1	0	0	0	0	11	1
6416	Western	Kalutara	Panadura	Panadura	Panadura PS	Thalpitiya-North		Narampitiya	696A	1886	2554	2533	19	1	1	0	0	0	0	0	20	0
6417	Western	Kalutara	Panadura	Panadura	Panadura PS	Thalpitiya-South		Pallimankada	697B	2167	2843	2802	17	2	3	14	4	0	0	1	19	19
6418	Western	Kalutara	Panadura	Panadura	Panadura PS	Gorakapola		Pallimulla	673B	1254	2012	1230	42	4	726	1	9	0	0	0	46	10
6419	Western	Kalutara	Panadura	Panadura	Panadura PS	Paraththa		Paratta	672A	2254	2926	2888	14	1	5	11	2	0	0	5	15	18
6420	Western	Kalutara	Panadura	Panadura	Panadura PS	Paraththa		Paratta West	672D	1793	2397	2341	9	5	23	19	0	0	0	0	14	19
6421	Western	Kalutara	Panadura	Panadura	Panadura PS	Mahawadduwa		Pattieliya	702A	834	1080	1079	1	0	0	0	0	0	0	0	1	0
6422	Western	Kalutara	Panadura	Panadura	Panadura UC	Pattiya - South		Pattiya	686B	1202	1395	1376	12	0	0	3	4	0	0	0	12	7
6423	Western	Kalutara	Panadura	Panadura	Panadura UC	Pattiya - North		Pattiya North	685	745	1059	1022	9	0	25	1	0	0	0	2	9	3
6424	Western	Kalutara	Panadura	Panadura	Panadura UC	Pattiya - South		Pattiya South	686	1975	1393	1359	16	3	5	0	4	0	5	1	19	10
6425	Western	Kalutara	Panadura	Panadura	Panadura PS	Pinwaththa		Pinwatta	696	2643	3409	3388	7	0	2	12	0	0	0	0	7	12
6426	Western	Kalutara	Panadura	Panadura	Panadura PS	Pinwaththa		Pinwatta West	696B	1706	2212	2164	21	1	7	7	9	0	2	1	22	19
6427	Western	Kalutara	Panadura	Panadura	Panadura PS	Walapala		Punchideniya	682C	1359	1795	1789	4	0	0	0	1	0	0	1	4	2
6428	Western	Kalutara	Panadura	Panadura	Panadura UC	Kadaweediya		Sagara Place	685D	401	547	535	10	0	0	0	2	0	0	0	10	2
6429	Western	Kalutara	Panadura	Panadura	Panadura PS	Sarikkamulla		Sarikkamulla	673	2341	3218	1957	30	1	1193	3	34	0	0	0	31	37
6430	Western	Kalutara	Panadura	Panadura	Panadura PS	Thalpitiya-North		Thalpitiya North	697	1813	2479	2468	5	2	0	2	0	0	0	2	7	4
6431	Western	Kalutara	Panadura	Panadura	Panadura PS	Thalpitiya-South		Thalpitiya South	697A	2598	3362	3331	18	3	2	6	0	0	0	2	21	8
6432	Western	Kalutara	Panadura	Panadura	Panadura PS	Udahamulla/ Bekkegama	Multiple	Thanthirimulla	681	1125	1357	1351	3	0	0	2	0	0	0	1	3	3
6433	Western	Kalutara	Panadura	Panadura	Panadura PS	Bekkegama		Thanthirimulla East	681A	1437	1907	1888	5	2	1	4	5	0	0	2	7	11
6434	Western	Kalutara	Panadura	Panadura	Panadura PS	Thotawaththa		Thotawatta	675	3312	4809	11	12	14	4765	7	0	0	0	0	26	7
6435	Western	Kalutara	Panadura	Panadura	Panadura UC	Udahamulla/ Walapala	Multiple	Udahamulla	682	1392	1731	1710	12	2	2	4	0	0	0	1	14	5
6436	Western	Kalutara	Panadura	Panadura	Panadura UC	Pattiya - South		Uyankele	686A	1332	1777	1742	23	7	0	2	0	0	0	3	30	5
6437	Western	Kalutara	Panadura	Panadura	Panadura PS	Wadduwa -East		Wadduwa East	698	2003	2544	2517	23	1	0	3	0	0	0	0	24	3
6438	Western	Kalutara	Panadura	Panadura	Panadura PS	Wadduwa - West		Wadduwa South	699A	1025	1420	1406	10	2	2	0	0	0	0	0	12	0
6439	Western	Kalutara	Panadura	Panadura	Panadura PS	Wadduwa - West		Wadduwa West	699	1020	1392	1377	7	3	2	3	0	0	0	0	10	3
6440	Western	Kalutara	Panadura	Panadura	Panadura UC	Walana		Walana	679	2683	3488	3437	15	3	25	4	0	0	0	4	18	8
6441	Western	Kalutara	Panadura	Panadura	Panadura PS	Walana		Walana North	679A	2212	2954	2910	14	0	1	10	17	1	0	1	14	29
6442	Western	Kalutara	Panadura	Panadura	Panadura PS	Walana		Walana South	679B	1727	2533	2499	14	8	5	4	0	0	0	3	22	7
6443	Western	Kalutara	Panadura	Panadura	Panadura PS	Walapala		Walapala	683	2065	2596	2569	13	0	0	9	4	0	1	0	13	14
6444	Western	Kalutara	Panadura	Panadura	Panadura UC	Walapala Pattiya		Walapala Pattiya	683A	1348	1771	1737	18	1	2	6	0	0	0	7	19	13
6445	Western	Kalutara	Panadura	Panadura	Panadura PS	Waththalpola		Wattalpola	674A	2941	4273	1887	32	7	2318	6	18	0	0	5	39	29
6446	Western	Kalutara	Panadura	Panadura	Panadura PS	Wekada - Eluvila		Wekada East	687A	2389	3071	3007	9	2	49	4	0	0	0	0	11	4
6447	Western	Kalutara	Panadura	Panadura	Panadura UC	Wekada � North		Wekada North	687C	2459	2753	2719	13	1	11	1	7	0	0	1	14	9
6448	Western	Kalutara	Panadura	Panadura	Panadura UC	Wekada � West		Wekada West	687	1534	2999	2945	36	8	6	3	1	0	0	0	44	4
6449	Western	Kalutara	Panadura	Panadura	Panadura PS	Waththalpola		Werawatta	674B	1566	2494	862	24	16	1589	1	0	0	0	2	40	3
6450	Western	Kalutara	Agalawatta	Walallavita	Walallawita PS	Meegahathenna		Bogodakanda	849D	723	977	928	33	16	0	0	0	0	0	0	49	0
6451	Western	Kalutara	Agalawatta	Walallavita	Walallawita PS	Bothalawa		Bothalawa	844A	634	802	801	1	0	0	0	0	0	0	0	1	0
6452	Western	Kalutara	Agalawatta	Walallavita	Walallawita PS	Pareigama		Gammana East	783	390	462	462	0	0	0	0	0	0	0	0	0	0
6453	Western	Kalutara	Agalawatta	Walallavita	Walallawita PS	Pareigama		Gammana West	783A	696	926	925	0	0	0	0	1	0	0	0	0	1
6454	Western	Kalutara	Agalawatta	Walallavita	Walallawita PS	Karapagala		Gorakadoowa	784A	767	938	938	0	0	0	0	0	0	0	0	0	0
6455	Western	Kalutara	Agalawatta	Walallavita	Walallawita PS	Gorakaduwa		Gorakadoowa	850C	1236	1624	1619	4	1	0	0	0	0	0	0	5	0
6456	Western	Kalutara	Agalawatta	Walallavita	Walallawita PS	Ihala Hewessa		Gulanawatta	843H	869	1154	1151	3	0	0	0	0	0	0	0	3	0
6457	Western	Kalutara	Agalawatta	Walallavita	Walallawita PS	Walallawita		Gulavita North	789	491	603	595	5	3	0	0	0	0	0	0	8	0
6458	Western	Kalutara	Agalawatta	Walallavita	Walallawita PS	Walallawita		Gulavita South	789A	608	765	765	0	0	0	0	0	0	0	0	0	0
6459	Western	Kalutara	Agalawatta	Walallavita	Walallawita PS	Lullbadduwa		Halwala	779	739	964	964	0	0	0	0	0	0	0	0	0	0
6460	Western	Kalutara	Agalawatta	Walallavita	Walallawita PS	Moragala		Halwalakele Malwathukand	848C	324	607	463	130	3	11	0	0	0	0	0	133	0
6461	Western	Kalutara	Agalawatta	Walallavita	Walallawita PS	Ihala Hewessa		Ihala Hewessa	843	552	741	741	0	0	0	0	0	0	0	0	0	0
6462	Western	Kalutara	Agalawatta	Walallavita	Walallawita PS	Iththepana		Ittapana East	777B	576	752	731	3	16	2	0	0	0	0	0	19	0
6463	Western	Kalutara	Agalawatta	Walallavita	Walallawita PS	Lullbadduwa		Ittapana North	778	728	875	874	1	0	0	0	0	0	0	0	1	0
6464	Western	Kalutara	Agalawatta	Walallavita	Walallawita PS	Iththepana		Ittapana South	777	559	648	643	5	0	0	0	0	0	0	0	5	0
6465	Western	Kalutara	Agalawatta	Walallavita	Walallawita PS	Iththepana		Ittapana West	777A	492	634	630	1	2	0	1	0	0	0	0	3	1
6466	Western	Kalutara	Agalawatta	Walallavita	Walallawita PS	Ihala Hewessa		Kankotawatta	843D	696	909	906	1	0	0	0	0	0	0	2	1	2
6467	Western	Kalutara	Agalawatta	Walallavita	Walallawita PS	Karapagala		Karapagala	784	774	951	951	0	0	0	0	0	0	0	0	0	0
6468	Western	Kalutara	Agalawatta	Walallavita	Walallawita PS	Walallawita		Katudora	787A	691	833	833	0	0	0	0	0	0	0	0	0	0
6469	Western	Kalutara	Agalawatta	Walallavita	Walallawita PS	Bothalawa		Katukele Welmeegoda	844E	900	1183	1169	14	0	0	0	0	0	0	0	14	0
6470	Western	Kalutara	Agalawatta	Walallavita	Walallawita PS	Pareigama		Kuda Mathugama	781	559	724	723	1	0	0	0	0	0	0	0	1	0
6471	Western	Kalutara	Agalawatta	Walallavita	Walallawita PS	Kumbhaduuwa		Kumbadoowa	849E	1121	1354	1352	1	1	0	0	0	0	0	0	2	0
6472	Western	Kalutara	Agalawatta	Walallavita	Walallawita PS	Moragala		Lihiniyawa East	848A	891	1123	1090	29	4	0	0	0	0	0	0	33	0
6473	Western	Kalutara	Agalawatta	Walallavita	Walallawita PS	Moragala		Lihiniyawa West	848B	707	920	907	13	0	0	0	0	0	0	0	13	0
6474	Western	Kalutara	Agalawatta	Walallavita	Walallawita PS	Lullbadduwa		Loolbadduwa	780	1080	1294	1294	0	0	0	0	0	0	0	0	0	0
6475	Western	Kalutara	Agalawatta	Walallavita	Walallawita PS	Meegahathenna		Maddegama	849A	889	1039	1038	1	0	0	0	0	0	0	0	1	0
6476	Western	Kalutara	Agalawatta	Walallavita	Walallawita PS	Makalandawa		Magurumasvila	788B	552	671	671	0	0	0	0	0	0	0	0	0	0
6477	Western	Kalutara	Agalawatta	Walallavita	Walallawita PS	Makalandawa		Makalandawa	788	591	771	770	1	0	0	0	0	0	0	0	1	0
6478	Western	Kalutara	Agalawatta	Walallavita	Walallawita PS	Makalandawa		Makalandawa South	788A	489	645	645	0	0	0	0	0	0	0	0	0	0
6479	Western	Kalutara	Agalawatta	Walallavita	Walallawita PS	Iththepana		Malambehena	777C	826	1039	1039	0	0	0	0	0	0	0	0	0	0
6480	Western	Kalutara	Agalawatta	Walallavita	Walallawita PS	Meegahathenna		Mallawachchigoda Gangaba	849C	869	1136	1121	14	0	0	0	1	0	0	0	14	1
6481	Western	Kalutara	Agalawatta	Walallavita	Walallawita PS	Bothalawa		Mandagala	843C	697	927	921	6	0	0	0	0	0	0	0	6	0
6482	Western	Kalutara	Agalawatta	Walallavita	Walallawita PS	Meegahathenna		Meegahathenna	849	1239	1615	1579	28	8	0	0	0	0	0	0	36	0
6483	Western	Kalutara	Agalawatta	Walallavita	Walallawita PS	Lullbadduwa		Miriswatta	778A	835	1150	438	43	669	0	0	0	0	0	0	712	0
6484	Western	Kalutara	Agalawatta	Walallavita	Walallawita PS	Gorakaduwa		Miriswatta	850A	652	779	779	0	0	0	0	0	0	0	0	0	0
6485	Western	Kalutara	Agalawatta	Walallavita	Walallawita PS	Moragala		Moragala	848	1019	1265	1241	12	12	0	0	0	0	0	0	24	0
6486	Western	Kalutara	Agalawatta	Walallavita	Walallawita PS	Pelawaththa		Pahala Hewessa North	843A	888	1174	1171	2	0	0	1	0	0	0	0	2	1
6487	Western	Kalutara	Agalawatta	Walallavita	Walallawita PS	Pelawaththa		Pahala Hewessa south	843G	603	757	755	2	0	0	0	0	0	0	0	2	0
6488	Western	Kalutara	Agalawatta	Walallavita	Walallawita PS	Pannila		Pannila	791	704	922	921	1	0	0	0	0	0	0	0	1	0
